NetworkFilename,Strain,MouseID,Sex,Cage,DOB,Box,TestDate,Weight,TestTime,TestNum,Comments,Shipped,Tester,RoomOrigin,ShipDate,TestingSheetLink,TestingSheetLinkPath,TestingSheetName,CoatColor,LightIntensity,WhiteNoise,DrugDosed,DrugDosage,DontUseOFA,DontUsePSY,TestAssay,TestAssayNotes,TestDataset,TestID,MovieHyperlink,networkMovieFound,TimestampsFound,DistExportFound,networkEllfitFound,networkGroomFound,networkPointsFound,PredictedBaselineLength,PredictedNumberTracks
LL4-B2B/2016-04-20_SPD/LL4-1_000670-M-AX27-10-42402-5-S077.avi,DBA/1J,LL4-1_000670-M-AX27-10-42402-5-S077,M,S077,2/2/16,LL4-1,4/20/16,23.4,10:40,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX27,4/14/16,None,None,None,Gray,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000670-M-AX27-10-42402-5-S077_S077_2016/04/20,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3923.093567,2
LL4-B2B/2016-04-21_SPD/LL4-3_100006-M-AX28-10-42402-5-S089.avi,B6D2F1/J,LL4-3_100006-M-AX28-10-42402-5-S089,M,S089,2/2/16,LL4-3,4/21/16,32.9,10:30,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX28,4/14/16,None,None,None,NA,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100006-M-AX28-10-42402-5-S089_S089_2016/04/21,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3920.073407,2
LL4-B2B/2016-04-29_SPD/LL4-2_100011-M-AX27-10-42409-10-S114.avi,B6CBAF1/J,LL4-2_100011-M-AX27-10-42409-10-S114,M,S114,2/9/16,LL4-2,4/29/16,31.1,10:30,1,Taken with VC++ Sentech --- NA --- Cage changing and room cleaning before test --- NA --- NA,Y,Sean Deats,AX27,4/21/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100011-M-AX27-10-42409-10-S114_S114_2016/04/29,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3988.089928,2
LL4-B2B/2016-05-03_SPD/LL4-1_100011-F-AX27-9-42423-3-S139.avi,B6CBAF1/J,LL4-1_100011-F-AX27-9-42423-3-S139,F,S139,2/23/16,LL4-1,5/3/16,21.8,12:10,1,"Taken with VC++ Sentech --- Bled after injection. SMALL PUDDLE OF BLOOD OBSERVED AT 2 HR, 8 MIN INTO VIDEO. OK TO USE. --- NA --- NA --- NA",Y,Sean Deats,AX27,4/28/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100011-F-AX27-9-42423-3-S139_S139_2016/05/03,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3835.823524,2
LL4-B2B/2016-05-04_SPD/LL4-3_005314-F-AX5-9-42423-5-S137.avi,TALLYHO/JngJ,LL4-3_005314-F-AX5-9-42423-5-S137,F,S137,2/23/16,LL4-3,5/4/16,36,10:30,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX5,4/28/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,005314-F-AX5-9-42423-5-S137_S137_2016/05/04,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3846.457005,2
LL4-B2B/2016-05-17_SPD/LL4-4_001058-M-MP16-8-42444-8-S194.avi,NZW/LacJ,LL4-4_001058-M-MP16-8-42444-8-S194,M,S194,3/15/16,LL4-4,5/17/16,31.2,10:35,1,Taken with VC++ Sentech --- Fighting in cage --- NA --- NA --- NA,Y,Sean Deats,MP16,5/12/16,None,None,None,White,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001058-M-MP16-8-42444-8-S194_S194_2016/05/17,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3910.320806,2
LL4-B2B/2016-06-09_SPD/LL4-1_000654-F-MP13-10-42444-3-S237.avi,CBA/CaJ,LL4-1_000654-F-MP13-10-42444-3-S237,F,S237,3/15/16,LL4-1,6/9/16,24.3,10:25,1,Taken with VC++ Sentech --- Trying to jump out during weighing. Very active. --- NA --- NA --- NA,Y,Sean Deats,MP13,5/26/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000654-F-MP13-10-42444-3-S237_S237_2016/06/09,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3822.956384,2
LL4-B2B/2016-07-01_SPD/LL4-2_100008-F-MP16-14-42437-10-S252.avi,NZBWF1/J,LL4-2_100008-F-MP16-14-42437-10-S252,F,S252,3/8/16,LL4-2,7/1/16,41.1,10:20,1,Taken with VC++ Sentech --- Memory very low on LL3 internal Drive --- NA --- NA --- NA,Y,Sean Deats,MP16,6/16/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100008-F-MP16-14-42437-10-S252_S252_2016/07/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3836.861704,2
LL4-B2B/2016-12-27_SPD/LL4-1_000687-M-AX11-6.42857142857143-42639-5-S337.avi,SM/J,LL4-1_000687-M-AX11-6.42857142857143-42639-5-S337,M,S337,9/26/16,LL4-1,12/27/16,21.9,13:45,1,NA --- Active. Eager to escape. --- NA --- NA --- NA,Y,Sean Deats,AX11,11/10/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000687-M-AX11-6.42857142857143-42639-5-S337_S337_2016/12/27,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3718.257501,2
LL4-B2B/2016-12-27_SPD/LL4-4_000675-M-F29-3.57142857142857-42659-3-S338.avi,LG/J,LL4-4_000675-M-F29-3.57142857142857-42659-3-S338,M,S338,10/16/16,LL4-4,12/27/16,36.5,13:45,1,NA --- Active. Eager to escape. --- NA --- NA --- NA,Y,Sean Deats,F29,11/10/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000675-M-F29-3.57142857142857-42659-3-S338_S338_2016/12/27,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3766.831743,2
LL4-B2B/2016-12-28_SPD/LL4-1_000675-F-F29-3.57142857142857-42659-2-S339.avi,LG/J,LL4-1_000675-F-F29-3.57142857142857-42659-2-S339,F,S339,10/16/16,LL4-1,12/28/16,32.4,14:35,1,NA --- Active and eager to escape. --- NA --- NA --- NA,Y,Sean Deats,F29,11/10/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000675-F-F29-3.57142857142857-42659-2-S339_S339_2016/12/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3770.921542,2
LL4-B2B/2016-12-28_SPD/LL4-4_000687-F-AX11-5.57142857142857-42645-1-S340.avi,SM/J,LL4-4_000687-F-AX11-5.57142857142857-42645-1-S340,F,S340,10/2/16,LL4-4,12/28/16,18.4,14:35,1,NA --- Active and eager to escape. --- NA --- NA --- NA,Y,Sean Deats,AX11,11/10/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000687-F-AX11-5.57142857142857-42645-1-S340_S340_2016/12/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3814.336343,2
LL4-B2B/2017-01-12_SPD/LL4-4_000677-M-F29-5.14285714285714-42682-4-S374.avi,MA/MyJ,LL4-4_000677-M-F29-5.14285714285714-42682-4-S374,M,S374,11/8/16,LL4-4,1/12/17,25.7,13:35,1,NA --- NA --- NA --- NA --- NA,Y,Sean Deats,F29,12/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000677-M-F29-5.14285714285714-42682-4-S374_S374_2017/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3834.911185,2
LL4-B2B/2017-02-22_SPD/LL4-2_000674-F-AX18-4.42857142857143-42730-8-S394.avi,I/LnJ,LL4-2_000674-F-AX18-4.42857142857143-42730-8-S394,F,S394,12/26/16,LL4-2,2/22/17,19.3,14:00,1,NA --- WHITE NOISE @ 75 dba --- NA --- NA --- NA --- NA --- NA N,Y,Sean Deats,AX18,1/26/17,None,None,None,NA,500-600,TRUE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000674-F-AX18-4.42857142857143-42730-8-S394_S394_2017/02/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3826.102384,2
LL4-B2B/2017-02-22_SPD/LL4-3_000674-M-AX18-4.71428571428571-42728-1-S395.avi,I/LnJ,LL4-3_000674-M-AX18-4.71428571428571-42728-1-S395,M,S395,12/24/16,LL4-3,2/22/17,12,14:00,1,NA --- WHITE NOISE @ 75 dba --- NA --- NA --- NA --- NA --- NA N,Y,Sean Deats,AX18,1/26/17,None,None,None,NA,500-600,TRUE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000674-M-AX18-4.71428571428571-42728-1-S395_S395_2017/02/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3813.738604,2
LL4-B2B/2017-05-03_SPD/LL4-4_000669-M-AX10-5.28571428571429-42794-2-S403.avi,C58/J,LL4-4_000669-M-AX10-5.28571428571429-42794-2-S403,M,S403,2/28/17,LL4-4,5/3/17,19.3,14:30,1,NA --- Climbing walls of cage. --- NA --- NA --- NA,Y,Sean Deats,AX10,4/6/17,None,None,None,NA,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000669-M-AX10-5.28571428571429-42794-2-S403_S403_2017/05/03,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3788.948123,2
LL5-B2B/2015-11-09_BG/LL5-1_TALLYHOJngJ.avi,TALLYHO/JngJ,LL5-1_TALLYHOJngJ,M,NA,9/8/15,LL5-1,11/9/15,34.8,11:10,1,Unpowered --- SS Internal --- NA --- NA --- NA,Y,Brian Geuther,AX5,11/5/15,None,None,None,Albino,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,TALLYHOJngJ_NA_2015/11/09,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3690.857524,1
LL5-B2B/2015-12-21_BG/LL5-4_C3H.avi,C3H/HeJ,LL5-4_C3H,M,NA,10/20/15,LL5-4,12/21/15,25.7,10:55,1,Powered --- 9fps --- 3200s are okay --- Next to dropped cage Friday Before --- NA,Y,Brian Geuther,MP14,12/17/15,None,None,None,Agouti,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,C3H_NA_2015/12/21,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3329.3,1
LL5-B2B/2016-01-25_BG/LL5-1_NZW.avi,NZW/LacJ,LL5-1_NZW,F,NA,11/24/15,LL5-1,1/25/16,NA,11:05,1,NA --- NA --- NA --- NA --- NA,Y,Brian Geuther,MP16,1/21/16,None,None,None,Albino,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,NZW_NA_2016/01/25,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3555.033333,1
LL5-B2B/2016-02-15_BG/LL5-4_PL_F.avi,PL/J,LL5-4_PL_F,F,NA,12/8/15,LL5-4,2/15/16,18,10:45,1,NA --- Kinks in tail --- Lots of circling --- NA --- NA,Y,Brian Geuther,AX29,2/11/16,None,None,None,Albino,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,PL_F_NA_2016/02/15,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3555.8,1
LL5-B2B/2016-02-16_BG/LL5-1_BALBcByJ_M.avi,BALB/cByJ,LL5-1_BALBcByJ_M,M,NA,12/15/15,LL5-1,2/16/16,29.2,10:45,1,Taken with VC++ Sentech --- Visual Frame Jumps while previewing --- Closed Preview about 3 minutes in --- Darker Video --- NA,Y,Brian Geuther,AX8,2/11/16,None,None,None,Albino,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,BALBcByJ_M_NA_2016/02/16,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3370.970551,1
LL5-B2B/2016-04-04_SPD/LL5-4_AKR_F.avi,AKR/J,LL5-4_AKR_F,F,NA,1/26/16,LL5-4,4/4/16,25.1,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,3/31/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,AKR_F_NA_2016/04/04,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3821.068784,2
LL5-B2B/2016-04-05_SPD/LL5-4_MRLMp_M.avi,MRL/MpJ,LL5-4_MRLMp_M,M,NA,1/26/16,LL5-4,4/5/16,43.1,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX28,3/31/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,MRLMp_M_NA_2016/04/05,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3912.806146,2
LL5-B2B/2016-04-06_SPD/LL5-1_B10Sn_F.avi,C57BL/10SnJ,LL5-1_B10Sn_F,F,NA,1/26/16,LL5-1,4/6/16,22.7,10:10,1,Taken with VC++ Sentech --- Injection @ 3000 seconds remaining --- NA --- NA --- NA,Y,Sean Deats,AX5,3/31/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,B10Sn_F_NA_2016/04/06,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5047.694217,2
LL5-B2B/2016-04-06_SPD/LL5-3_B10Sn_M.avi,C57BL/10SnJ,LL5-3_B10Sn_M,M,NA,1/26/16,LL5-3,4/6/16,29.1,10:15,1,Taken with VC++ Sentech --- Injection @ 3000 seconds remaining --- NA --- NA --- NA,Y,Sean Deats,AX5,3/31/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,B10Sn_M_NA_2016/04/06,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5061.914138,2
LL5-B2B/2016-04-12_SPD/LL5-4_100002-F-AX1-8-42402-3-S019.avi,B6AF1/J,LL5-4_100002-F-AX1-8-42402-3-S019,F,S019,2/2/16,LL5-4,4/12/16,18.7,10:15,1,"Taken with VC++ Sentech --- Bled after injection. Looks like hit bladder. PUDDLE OF BLOOD OBSERVED AT 2hr,3 min INTO VIDEO. OK TO USE. --- NA --- NA --- NA",Y,Sean Deats,AX1,3/31/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100002-F-AX1-8-42402-3-S019_S019_2016/04/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3861.337585,2
LL5-B2B/2016-04-13_SPD/LL5-3_001976-M-AX5-8-42409-8-S022.avi,NOD/ShiLtJ,LL5-3_001976-M-AX5-8-42409-8-S022,M,S022,2/9/16,LL5-3,4/13/16,21.1,10:10,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX5,4/7/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001976-M-AX5-8-42409-8-S022_S022_2016/04/13,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3812.700424,2
LL5-B2B/2016-04-14_SPD/LL5-4_100006-F-AX28-10-42395-1-S036.avi,B6D2F1/J,LL5-4_100006-F-AX28-10-42395-1-S036,F,S036,1/26/16,LL5-4,4/14/16,21.8,10:15,1,Taken with VC++ Sentech --- Whiskers extremely short --- NA --- NA --- NA,Y,Sean Deats,AX28,4/7/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100006-F-AX28-10-42395-1-S036_S036_2016/04/14,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3874.896845,2
LL5-B2B/2016-04-18_SPD/LL5-1_000486-F-AX28-10-42402-8-S075.avi,MRL/MpJ,LL5-1_000486-F-AX28-10-42402-8-S075,F,S075,2/2/16,LL5-1,4/18/16,37.2,10:30,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX28,4/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000486-F-AX28-10-42402-8-S075_S075_2016/04/18,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3907.898387,2
LL5-B2B/2016-04-18_SPD/LL5-4_002050-F-MP13-8-42416-1-S084.avi,NOR/LtJ,LL5-4_002050-F-MP13-8-42416-1-S084,F,S084,2/16/16,LL5-4,4/18/16,20.8,10:35,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,4/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002050-F-MP13-8-42416-1-S084_S084_2016/04/18,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3926.617087,2
LL5-B2B/2016-04-25_SPD/LL5-1_100008-M-MP16-10-42409-2-S125.avi,NZBWF1/J,LL5-1_100008-M-MP16-10-42409-2-S125,M,S125,2/9/16,LL5-1,4/25/16,36.5,10:20,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,4/21/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100008-M-MP16-10-42409-2-S125_S125_2016/04/25,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3888.267346,2
LL5-B2B/2016-05-02_SPD/LL5-4_000686-F-MP16-8-42430-10-S132.avi,SJL/J,LL5-4_000686-F-MP16-8-42430-10-S132,F,S132,3/1/16,LL5-4,5/2/16,18.7,10:25,1,Taken with VC++ Sentech --- INJECTION @ 4000 SECS --- NA --- NA --- NA,Y,Sean Deats,MP16,4/28/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000686-F-MP16-8-42430-10-S132_S132_2016/05/02,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4062.083851,2
LL5-B2B/2016-05-05_SPD/LL5-1_100492-F-AX27-8-42423-8-S122.avi,B6129PF1/J,LL5-1_100492-F-AX27-8-42423-8-S122,F,S122,2/23/16,LL5-1,5/5/16,23.9,14:25,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX27,4/21/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100492-F-AX27-8-42423-8-S122_S122_2016/05/05,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3948.639087,2
LL5-B2B/2016-05-19_SPD/LL5-4_101043-F-AX4-12-42409-10-S160.avi,B6129SF1/J,LL5-4_101043-F-AX4-12-42409-10-S160,F,S160,2/9/16,LL5-4,5/19/16,21.2,NA,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX4,5/5/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,101043-F-AX4-12-42409-10-S160_S160_2016/05/19,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4048.524591,2
LL5-B2B/2016-05-24_SPD/LL5-1_001976-F-AX5-8-42451-1-S228.avi,NOD/ShiLtJ,LL5-1_001976-F-AX5-8-42451-1-S228,F,S228,3/22/16,LL5-1,5/24/16,18.4,10:25,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX5,5/19/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001976-F-AX5-8-42451-1-S228_S228_2016/05/24,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3820.848564,2
LL5-B2B/2016-06-06_SPD/LL5-1_101043-M-MP14-15-42409-3-S242.avi,B6129SF1/J,LL5-1_101043-M-MP14-15-42409-3-S242,M,S242,2/9/16,LL5-1,6/6/16,33.3,15:00,1,Taken with VC++ Sentech --- Tails collected --- NA --- NA --- NA,Y,Sean Deats,MP14,5/26/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,101043-M-MP14-15-42409-3-S242_S242_2016/06/06,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3816.098104,2
LL5-B2B/2016-07-01_SPD/LL5-3_000671-F-MP14-12-42451-5-S253.avi,DBA/2J,LL5-3_000671-F-MP14-12-42451-5-S253,F,S253,3/22/16,LL5-3,7/1/16,24.2,10:20,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP14,6/16/16,None,None,None,Gray,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000671-F-MP14-12-42451-5-S253_S253_2016/07/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3889.525746,2
LL5-B2B/2016-07-01_SPD/LL5-4_000671-M-MP14-12-42451-6-S254.avi,DBA/2J,LL5-4_000671-M-MP14-12-42451-6-S254,M,S254,3/22/16,LL5-4,7/1/16,29.5,10:20,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP14,6/16/16,None,None,None,Gray,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000671-M-MP14-12-42451-6-S254_S254_2016/07/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3897.957027,2
LL5-B2B/2017-01-04_SPD/LL5-4_000550-F-AX11-7.57142857142857-42650-4-S364.avi,MOLF/EiJ,LL5-4_000550-F-AX11-7.57142857142857-42650-4-S364,F,S364,10/7/16,LL5-4,1/4/17,13.3,13:55,1,NA --- WILD. --- NA --- NA --- NA,Y,Sean Deats,AX11,11/29/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000550-F-AX11-7.57142857142857-42650-4-S364_S364_2017/01/04,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3794.264863,2
LL5-B2B/2017-01-11_SPD/LL5-1_000550-M-AX11-5.14285714285714-42667-1-S367.avi,MOLF/EiJ,LL5-1_000550-M-AX11-5.14285714285714-42667-1-S367,M,S367,10/24/16,LL5-1,1/11/17,14.5,14:40,1,NA --- WILD. EP 1L --- NA --- NA --- NA,Y,Sean Deats,AX11,11/29/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000550-M-AX11-5.14285714285714-42667-1-S367_S367_2017/01/11,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3754.971322,2
LL5-B2B/2017-01-12_SPD/LL5-1_000677-F-F29-5.14285714285714-42682-1-S376.avi,MA/MyJ,LL5-1_000677-F-F29-5.14285714285714-42682-1-S376,F,S376,11/8/16,LL5-1,1/12/17,18.4,13:35,1,NA --- TAKE tt --- NA --- NA --- NA,Y,Sean Deats,F29,12/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000677-F-F29-5.14285714285714-42682-1-S376_S376_2017/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3805.496084,2
LL5-B2B/2017-01-21_SPD/LL5-4_001145-M-AX10-3.42857142857143-42689-8-S368.avi,WSB/EiJ,001145-M-AX10-3.42857142857143-42689-8-S368,M,S368,11/15/16,LL5-4,1/21/17,15.7,0.53472222222222221 N,1,EP after first test. Not aggressive but do bite. White patch on head and belly. --- WHITE NOISE. D,Y,Sean Deats,AX10,12/9/16,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2017-01-21/CCF1_2017-01-21_T1_PostTest.xlsx,BAT Template,Agouti-KIT,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,001145-M-AX10-3.42857142857143-42689-8-S368_S368_2017/01/21,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6508.822497,1
LL5-B2B/2017-01-22_SPD/LL5-1_001145-F-AX10-3.42857142857143-42689-1-S370.avi,WSB/EiJ,001145-F-AX10-3.42857142857143-42689-1-S370,F,S370,11/15/16,LL5-1,1/22/17,12.9,0.53472222222222221 N,1,NA --- NA W,Y,Sean Deats,AX10,12/9/16,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2017-01-22/CCF1_2017-01-22_T1_PostTest.xlsx,BAT Template,Agouti-KIT,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,001145-F-AX10-3.42857142857143-42689-1-S370_S370_2017/01/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6506.840517,1
LL5-B2B/2017-01-24_SPD/LL5-3_000683-F-F29-5.42857142857143-42695-3-S388.avi,RIIIS/J,LL5-3_000683-F-F29-5.42857142857143-42695-3-S388,F,S388,11/21/16,LL5-3,1/24/17,17,14:30,1,NA --- NA --- NA --- NA --- NA,Y,Sean Deats,F29,12/29/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000683-F-F29-5.42857142857143-42695-3-S388_S388_2017/01/24,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3795.082823,2
LL5-B2B/2017-01-24_SPD/LL5-4_000683-M-F29-10.7142857142857-42658-1-S390.avi,RIIIS/J,LL5-4_000683-M-F29-10.7142857142857-42658-1-S390,M,S390,10/15/16,LL5-4,1/24/17,21.7,14:30,1,NA --- NA --- NA --- NA --- NA,Y,Sean Deats,F29,12/29/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000683-M-F29-10.7142857142857-42658-1-S390_S390_2017/01/24,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3786.116723,2
LL5-B2B/2017-03-30_SPD/LL5-1_003715-F-F29-5.57142857142857-42750-1-S399.avi,PWK/PhJ,003715-F-F29-5.57142857142857-42750-1-S399,F,S399,1/15/17,LL5-1,3/30/17,15.2,0.52083333333333337 N,1,NA --- NA W,Y,Sean Deats,F29,2/23/17,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2017-03-30/CCF1_2017-03-30_T1_PostTest.xlsx,BAT Template,NA,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,003715-F-F29-5.57142857142857-42750-1-S399_S399_2017/03/30,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6571.113299,1
LL5-B2B/2017-05-03_SPD/LL5-1_000669-F-AX10-5.28571428571429-42794-1-S404.avi,C58/J,LL5-1_000669-F-AX10-5.28571428571429-42794-1-S404,F,S404,2/28/17,LL5-1,5/3/17,15.8,14:30,1,NA --- Climbing walls of cage. --- NA --- NA --- NA,Y,Sean Deats,AX10,4/6/17,None,None,None,NA,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000669-F-AX10-5.28571428571429-42794-1-S404_S404_2017/05/03,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3752.485982,2
